intercept,slope,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,foot_syls2,1.37,0.7734893208094813,1.9573304169442682,0.3,4.53,763.98,6.895419146804508e-6,NA,NA
foot_syls1,foot_syls3,1.66,1.1937947585576905,2.129824725276266,0.24,6.97,763.99,6.837388889879249e-12,NA,NA
foot_syls1,foot_syls4,1.65,0.911344027627922,2.397510780341111,0.38,4.37,705.2,1.4214763734109098e-5,NA,NA
foot_syls2,foot_syls3,0.3,-0.3324453281217016,0.9252450742065196,0.32,0.93,764.17,0.35511505598624094,NA,NA
foot_syls2,foot_syls4,0.29,-0.4766086863651448,1.054643757685987,0.39,0.74,712.92,0.45885967713216214,NA,NA
foot_syls3,foot_syls4,-0.01,-0.778426998217376,0.763662323333499,0.39,-0.02,714.71,0.9850079483693743,NA,NA
pre_syls0,pre_syls1,0.5,0.028762295285015116,0.970388543545947,0.24,2.08,764.15,0.03758327265510498,NA,NA
pre_syls0,pre_syls2,0.23,-0.5099421274235435,0.9712577642190415,0.38,0.61,679.24,0.541063265644143,NA,NA
pre_syls0,pre_syls3,0.57,-0.1904230860945122,1.3364901637640105,0.39,1.47,579.62,0.14097506809847335,NA,NA
pre_syls1,pre_syls2,-0.27,-0.8404270701179157,0.3025918669607324,0.29,-0.92,546.41,0.35574480542142306,NA,NA
pre_syls1,pre_syls3,0.07,-0.5266609754959766,0.6735772205806896,0.31,0.24,402.46,0.8099606964047251,NA,NA
pre_syls2,pre_syls3,0.34,-0.09434801913823004,0.7790994649457432,0.22,1.55,142.39,0.12343035123946808,NA,NA
intercept,fin_phonL%,-5.602,-6.330217350283421,-4.872988790463944,0.371,-15.092,768.33,2.8915136930561214e-45,NA,NA
intercept,nuc_new_wordTRUE,0.275,-0.17234053143064665,0.7231460760103589,0.228,1.209,420.49,0.22732850487855158,NA,NA
intercept,genderM,-0.721,-2.602144434909133,1.160296767194922,0.831,-0.867,8.99,0.40843269480888866,NA,NA
