intercept,slope,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,foot_syls2,1.3654098688768748,0.7734893208094813,1.9573304169442682,0.30152737943537644,4.52831139723917,763.9825066648575,6.895419146804508e-6,NA,NA
foot_syls1,foot_syls3,1.6618097419169782,1.1937947585576905,2.129824725276266,0.23840924851899933,6.970408036769366,763.9878937392948,6.837388889879249e-12,NA,NA
foot_syls1,foot_syls4,1.6544274039845164,0.911344027627922,2.397510780341111,0.37848044064562386,4.37123620222578,705.2020086690277,1.4214763734109098e-5,NA,NA
foot_syls2,foot_syls3,0.296399873042409,-0.3324453281217016,0.9252450742065196,0.3203371115883918,0.9252748505245303,764.168125003658,0.35511505598624094,NA,NA
foot_syls2,foot_syls4,0.28901753566042115,-0.4766086863651448,1.054643757685987,0.3899696243094612,0.741128328064523,712.9229343574428,0.45885967713216214,NA,NA
foot_syls3,foot_syls4,-0.007382337441938555,-0.778426998217376,0.763662323333499,0.39273116056431334,-0.018797432399636722,714.7093396361732,0.9850079483693743,NA,NA
pre_syls0,pre_syls1,0.49957541941548106,0.028762295285015116,0.970388543545947,0.23983471498768294,2.0829987828957015,764.1467596719367,0.03758327265510498,NA,NA
pre_syls0,pre_syls2,0.23065781839774904,-0.5099421274235435,0.9712577642190415,0.3771907459459337,0.6115150514079988,679.2374340429706,0.541063265644143,NA,NA
pre_syls0,pre_syls3,0.5730335388347492,-0.1904230860945122,1.3364901637640105,0.3887124691047477,1.4741835788147353,579.6235287347876,0.14097506809847335,NA,NA
pre_syls1,pre_syls2,-0.2689176015785916,-0.8404270701179157,0.3025918669607324,0.2909459391429893,-0.9242871798476228,546.4132830283075,0.35574480542142306,NA,NA
pre_syls1,pre_syls3,0.07345812254235645,-0.5266609754959766,0.6735772205806896,0.3052680604097114,0.24063481270777437,402.46397378499944,0.8099606964047251,NA,NA
pre_syls2,pre_syls3,0.34237572290375656,-0.09434801913823004,0.7790994649457432,0.22092853620380487,1.5497125395694362,142.38761188728571,0.12343035123946808,NA,NA
intercept,fin_phonL%,-5.602,-6.330217350283421,-4.872988790463944,0.371,-15.092,768.33,2.8915136930561214e-45,NA,NA
intercept,nuc_new_wordTRUE,0.275,-0.17234053143064665,0.7231460760103589,0.228,1.209,420.49,0.22732850487855158,NA,NA
intercept,genderM,-0.721,-2.602144434909133,1.160296767194922,0.831,-0.867,8.99,0.40843269480888866,NA,NA
